pole_id,latitude,longitude,height_ft,has_streetlight,subtype
1406079,47.6287583,-122.3585910,19,Yes,1
1406423,47.6256137,-122.3625473,50,Yes,1
1406365,47.6272522,-122.3565968,50,Yes,1
1320605,47.6862255,-122.3282383,50,Yes,1
1320604,47.6858936,-122.3282293,50,Yes,1
1320603,47.6856078,-122.3282277,50,Yes,1
1320611,47.6852797,-122.3270628,47,Yes,1
1320610,47.6856085,-122.3270627,47,Yes,1
1320608,47.6863172,-122.3270692,47,Yes,1
1318496,47.6867807,-122.3274757,30,Yes,1
1320538,47.6854323,-122.3257002,45,Yes,1
1320620,47.6841024,-122.3230375,35,Yes,1
1320529,47.6849886,-122.3281804,50,Yes,1
1320530,47.6849795,-122.3276091,47,Yes,1
1406083,47.6284986,-122.3579060,19,Yes,1
1320532,47.6846283,-122.3270549,47,Yes,1
1320535,47.6849665,-122.3263355,47,Yes,1
1320542,47.6842439,-122.3256889,47,Yes,1
1320548,47.6836117,-122.3256732,50,Yes,1
1320597,47.6838793,-122.3270551,47,Yes,1
1320596,47.6836062,-122.3270484,47,Yes,1
1320598,47.6835923,-122.3282076,50,Yes,1
1320599,47.6839097,-122.3282113,50,Yes,1
1406446,47.6256526,-122.3570779,45,Yes,1
1350310,47.6280940,-122.3592002,45,Yes,1
1350102,47.6268026,-122.3633159,50,Yes,1
1320600,47.6843151,-122.3282188,50,Yes,1
1320601,47.6846285,-122.3282188,50,Yes,1
1320539,47.6849489,-122.3251080,47,Yes,1
1320545,47.6842211,-122.3242666,30,Yes,1
1321716,47.6314823,-122.3474830,95,Yes,1
1360776,47.6263238,-122.3453880,50,Yes,1
1321628,47.6316521,-122.3525572,35,Yes,1
1321770,47.6307500,-122.3551002,47,Yes,1
1360800,47.6257551,-122.3461560,70,Yes,1
1321590,47.6255182,-122.3537567,55,Yes,1
1321704,47.6297359,-122.3466395,47,Yes,1
1321813,47.6289594,-122.3480121,50,Yes,1
1321605,47.6286136,-122.3461454,75,Yes,1
1321783,47.6263424,-122.3494672,50,Yes,1
1338961,47.6758452,-122.2840507,50,Yes,1
1338960,47.6758452,-122.2837255,50,Yes,1
1360996,47.6254769,-122.3473260,60,Yes,1
1360990,47.6253514,-122.3466604,999,Yes,1
1338959,47.6758469,-122.2834373,50,Yes,1
1338958,47.6758465,-122.2828920,65,Yes,1
1341063,47.6761323,-122.2869713,50,Yes,1
1341080,47.6767341,-122.2859244,47,Yes,1
1341081,47.6764295,-122.2859204,45,Yes,1
1341117,47.6767291,-122.2821566,47,Yes,1
1341085,47.6758457,-122.2854920,30,Yes,1
1338963,47.6758456,-122.2850320,70,Yes,1
1338964,47.6761578,-122.2849977,50,Yes,1
1338965,47.6765914,-122.2850102,50,Yes,1
1338962,47.6758463,-122.2845465,65,Yes,1
1386371,47.5829549,-122.3552976,40,Yes,1
1382049,47.6903743,-122.4020245,35,Yes,1
1382048,47.6900317,-122.4018906,40,Yes,1
1382042,47.6879105,-122.4019147,35,Yes,1
1377907,47.6845087,-122.4003294,30,Yes,1
1382007,47.6830597,-122.4009343,35,Yes,1
1382030,47.6845887,-122.4030251,30,Yes,1
1382031,47.6851232,-122.4029890,30,Yes,1
1382032,47.6858388,-122.4029659,30,Yes,1
1382033,47.6863529,-122.4028569,30,Yes,1
1382132,47.6861429,-122.4026139,50,Yes,1
1382133,47.6853905,-122.4026552,50,Yes,1
1321566,47.6186770,-122.3556018,40,Yes,1
1321585,47.6240697,-122.3553012,33,Yes,1
1321692,47.6235560,-122.3541903,35,Yes,1
1321930,47.6248879,-122.3476894,35,Yes,1
1374380,47.6179415,-122.3477207,25,Yes,1
1321936,47.6246585,-122.3512650,30,Yes,1
1360561,47.6208070,-122.3451023,40,Yes,1
1321946,47.6246501,-122.3486971,34,Yes,1
1374376,47.6184965,-122.3474550,35,Yes,1
1360879,47.6218832,-122.3476883,30,Yes,1
1321565,47.6199904,-122.3529375,35,Yes,1
1360673,47.6186740,-122.3500598,30,Yes,1
1360888,47.6210585,-122.3476921,30,Yes,1
1337337,47.5542526,-122.2806666,40,Yes,1
1337335,47.5538722,-122.2804925,40,Yes,1
2496087,47.5537017,-122.2800989,40,Yes,1
1337333,47.5534507,-122.2804873,47,Yes,1
1370354,47.4740948,-122.3506150,25,Yes,1
1399099,47.4753920,-122.3450779,50,Yes,1
1370397,47.4796128,-122.3449864,47,Yes,1
1399066,47.4803926,-122.3550121,20,Yes,1
1370457,47.4762113,-122.3488520,45,Yes,1
1337150,47.5534438,-122.2795406,40,Yes,1
1337149,47.5534422,-122.2792956,50,Yes,1
1337148,47.5534400,-122.2788763,50,Yes,1
1337146,47.5534366,-122.2778853,50,Yes,1
1337144,47.5534327,-122.2768838,50,Yes,1
1337137,47.5534314,-122.2764447,50,Yes,1
1337136,47.5534297,-122.2758803,50,Yes,1
1337143,47.5543565,-122.2780552,35,Yes,1
1337142,47.5543352,-122.2777308,45,Yes,1
1337140,47.5543324,-122.2767974,50,Yes,1
1337139,47.5541790,-122.2764693,47,Yes,1
1337138,47.5537919,-122.2764677,47,Yes,1
1337327,47.5535901,-122.2798481,12,Yes,1
1400985,47.4874595,-122.3627820,45,Yes,1
1349963,47.5066217,-122.3474252,50,Yes,1
1302271,47.6370217,-122.2797148,45,Yes,1
1303005,47.6322044,-122.2791967,45,Yes,1
1302269,47.6384814,-122.2796848,30,Yes,1
1302260,47.6349581,-122.2793954,50,Yes,1
1395937,47.7603958,-122.3483422,50,Yes,1
1400039,47.7560131,-122.3502916,35,Yes,1
1400030,47.7576915,-122.3523869,40,Yes,1
1395933,47.7615537,-122.3483829,55,Yes,1
1400245,47.7559652,-122.3526880,55,Yes,1
1320661,47.6903400,-122.3263958,45,Yes,1
1320683,47.6883156,-122.3257464,50,Yes,1
1320684,47.6880642,-122.3257549,50,Yes,1
1320685,47.6875951,-122.3257572,50,Yes,1
1320687,47.6875857,-122.3249320,45,Yes,1
1320688,47.6875908,-122.3243969,45,Yes,1
1320689,47.6878881,-122.3243786,45,Yes,1
1320692,47.6883078,-122.3243818,45,Yes,1
1320681,47.6886990,-122.3243907,45,Yes,1
1320679,47.6893377,-122.3243944,45,Yes,1
1320677,47.6899574,-122.3244011,45,Yes,1
1320658,47.6903500,-122.3244258,45,Yes,1
1320682,47.6886839,-122.3251598,35,Yes,1
1320657,47.6903439,-122.3237216,40,Yes,1
1320656,47.6903055,-122.3230923,55,Yes,1
1320655,47.6900621,-122.3230912,50,Yes,1
1320653,47.6894882,-122.3230858,50,Yes,1
1320651,47.6886887,-122.3230699,55,Yes,1
1320693,47.6882997,-122.3240030,45,Yes,1
1320649,47.6878757,-122.3230618,50,Yes,1
1320629,47.6875708,-122.3235082,45,Yes,1
1320628,47.6875755,-122.3238712,45,Yes,1
1320511,47.6869500,-122.3319894,50,Yes,1
1320510,47.6869413,-122.3315659,50,Yes,1
1320578,47.6875024,-122.3309454,47,Yes,1
1320508,47.6869378,-122.3309376,60,Yes,1
1320507,47.6869283,-122.3305177,55,Yes,1
1320506,47.6869216,-122.3299764,55,Yes,1
1320505,47.6869191,-122.3295531,55,Yes,1
1320504,47.6869116,-122.3290678,55,Yes,1
1320503,47.6869075,-122.3287051,55,Yes,1
1320519,47.6865691,-122.3294649,47,Yes,1
1320521,47.6862355,-122.3294607,47,Yes,1
1320522,47.6859104,-122.3294574,47,Yes,1
1320524,47.6853637,-122.3294482,47,Yes,1
1320514,47.6853702,-122.3303465,45,Yes,1
1320515,47.6856889,-122.3303437,45,Yes,1
1320516,47.6860228,-122.3303533,45,Yes,1
1320517,47.6863540,-122.3303574,45,Yes,1
1320595,47.6833026,-122.3286567,50,Yes,1
1320528,47.6849953,-122.3288756,47,Yes,1
1320594,47.6833172,-122.3294296,50,Yes,1
1320591,47.6844156,-122.3294384,45,Yes,1
1320590,47.6847699,-122.3294444,50,Yes,1
1320526,47.6850092,-122.3298907,50,Yes,1
1320525,47.6850143,-122.3303050,47,Yes,1
1320585,47.6847682,-122.3303484,47,Yes,1
1320587,47.6841114,-122.3303433,45,Yes,1
1320588,47.6837807,-122.3303368,47,Yes,1
1318436,47.6850230,-122.3308475,47,Yes,1
1318438,47.6850316,-122.3317080,47,Yes,1
1318458,47.6840142,-122.3316883,47,Yes,1
1318457,47.6836956,-122.3316833,47,Yes,1
1318456,47.6833466,-122.3316781,47,Yes,1
1318169,47.6832464,-122.3281790,55,Yes,1
1320626,47.6868327,-122.3259526,35,Yes,1
1320624,47.6865470,-122.3249561,35,Yes,1
1320623,47.6861845,-122.3244588,35,Yes,1
1320622,47.6854326,-122.3235060,35,Yes,1
1320638,47.6868989,-122.3250828,35,Yes,1
1320643,47.6871661,-122.3243913,45,Yes,1
1320648,47.6866086,-122.3230402,40,Yes,1
1320646,47.6859986,-122.3230311,55,Yes,1
1320641,47.6859238,-122.3237840,35,Yes,1
1320634,47.6868484,-122.3234156,55,Yes,1
1320633,47.6868467,-122.3230855,34,Yes,1
1320627,47.6868483,-122.3265278,35,Yes,1
1320606,47.6865486,-122.3282445,50,Yes,1
1396914,47.6363150,-122.3926233,47,Yes,1
1396923,47.6351566,-122.3914347,50,Yes,1
1398561,47.6323392,-122.3948291,30,Yes,1
1396785,47.6334250,-122.3931703,30,Yes,1
1396957,47.6359757,-122.3980410,45,Yes,1
1396593,47.6377479,-122.3886195,50,Yes,1
1350314,47.6273690,-122.3592057,45,Yes,1
1326758,47.5320218,-122.3098104,85,Yes,1
1379017,47.5320336,-122.3229147,50,Yes,1
1379015,47.5383717,-122.3203713,35,Yes,1
1387700,47.6831298,-122.3869970,40,Yes,1
1387720,47.6827808,-122.3865313,45,Yes,1
1387845,47.6810689,-122.3820616,47,Yes,1
1387789,47.6795849,-122.3833122,47,Yes,1
1387681,47.6779405,-122.3874126,55,Yes,1
1387896,47.6776641,-122.3783653,50,Yes,1
1387900,47.6791351,-122.3789944,50,Yes,1
1387800,47.6776530,-122.3833059,55,Yes,1
1387888,47.6769491,-122.3800585,50,Yes,1
1387956,47.6759181,-122.3836794,50,Yes,1
1387991,47.6821049,-122.3769297,55,Yes,1
1373321,47.6379465,-122.3724782,50,Yes,1
1379793,47.5528362,-122.3936189,50,Yes,1
1379891,47.5503437,-122.3936800,60,Yes,1
1379668,47.5496073,-122.3923737,40,Yes,1
1379504,47.5494273,-122.3886845,30,Yes,1
1379765,47.5535861,-122.3904509,50,Yes,1
1379646,47.5538401,-122.3871068,40,Yes,1
1379523,47.5484439,-122.3872650,50,Yes,1
1379650,47.5509429,-122.3871889,40,Yes,1
1370365,47.4770387,-122.3518678,25,Yes,1
1375252,47.4725471,-122.2946210,45,Yes,1
1390783,47.4688289,-122.3010297,47,Yes,1
1390860,47.4725291,-122.2957742,50,Yes,1
1399558,47.4639796,-122.2937256,45,Yes,1
1402856,47.6446391,-122.3607887,95,Yes,1
1408087,47.7012493,-122.3808304,19,Yes,1
1382329,47.7042175,-122.3775701,19,Yes,1
1408082,47.7015458,-122.3785620,19,Yes,1
1408129,47.7018786,-122.3809928,19,Yes,1
1408047,47.7003938,-122.3864179,19,Yes,1
1408141,47.7015590,-122.3870693,19,Yes,1
1382308,47.7044441,-122.3807161,19,Yes,1
1402562,47.6329201,-122.3609541,90,Yes,1
1402610,47.6323912,-122.3638293,50,Yes,1
1404291,47.6336120,-122.3568596,45,Yes,1
1402553,47.6359809,-122.3616107,55,Yes,1
1402995,47.6405827,-122.3608171,50,Yes,1
1402908,47.6422518,-122.3602558,40,Yes,1
1373071,47.6371125,-122.3573488,14,Yes,1
1337331,47.5535232,-122.2801633,999,Yes,1
1337329,47.5536952,-122.2800648,40,Yes,1
1337428,47.5552726,-122.2760027,50,Yes,1
1337261,47.5549165,-122.2725604,50,Yes,1
1337046,47.5591768,-122.2720166,47,Yes,1
1337147,47.5534359,-122.2784070,50,Yes,1
1323215,47.5442901,-122.2735660,45,Yes,1
1323456,47.5442154,-122.2741638,40,Yes,1
1323088,47.5425233,-122.2700016,47,Yes,1
1323121,47.5407365,-122.2734488,45,Yes,1
1323275,47.5389313,-122.2742130,50,Yes,1
1323357,47.5456375,-122.2753158,50,Yes,1
1323272,47.5393651,-122.2725325,45,Yes,1
1323361,47.5445598,-122.2741409,47,Yes,1
1405528,47.4989726,-122.3123339,55,Yes,1
1355014,47.4994111,-122.3087047,47,Yes,1
1323101,47.5402065,-122.2781473,50,Yes,1
1326965,47.5410703,-122.2765113,30,Yes,1
1342713,47.7137684,-122.3129118,35,Yes,1
1342940,47.7140582,-122.3128863,35,Yes,1
1355419,47.4967678,-122.3036378,55,Yes,1
1355324,47.4958589,-122.3025262,55,Yes,1
1355109,47.4993688,-122.3050499,60,Yes,1
1355008,47.4972480,-122.3097348,55,Yes,1
1372683,47.4560125,-122.3583197,50,Yes,1
1342719,47.7139235,-122.3131466,45,Yes,1
1342721,47.7139285,-122.3141791,45,Yes,1
1342945,47.7143205,-122.3127272,35,Yes,1
1342941,47.7157393,-122.3130837,45,Yes,1
1342849,47.7165403,-122.3138586,50,Yes,1
1359802,47.7248897,-122.3252489,45,Yes,1
1359705,47.7232623,-122.3290608,33,Yes,1
1396116,47.7663839,-122.2963940,50,Yes,1
1396169,47.7629835,-122.2993617,40,Yes,1
1396004,47.7628986,-122.2971313,50,Yes,1
1396166,47.7649200,-122.3013922,45,Yes,1
1396090,47.7670800,-122.2984535,50,Yes,1
1392617,47.7705967,-122.3394211,95,Yes,1
1392725,47.7772542,-122.3373657,40,Yes,1
1313514,47.5817930,-122.3242762,55,Yes,1
1313813,47.5799505,-122.3258120,65,Yes,1
2495433,47.5799234,-122.3254128,40,Yes,1
1313926,47.5799219,-122.3245829,40,Yes,1
1313525,47.5799224,-122.3237096,40,Yes,1
1313521,47.5799462,-122.3233398,60,Yes,1
1313520,47.5804507,-122.3233409,60,Yes,1
1313518,47.5813961,-122.3233404,55,Yes,1
1313517,47.5817988,-122.3233483,75,Yes,1
1313809,47.5812458,-122.3258142,60,Yes,1
1313803,47.5804611,-122.3268083,50,Yes,1
1313554,47.5776263,-122.3333047,50,Yes,1
1313914,47.5796973,-122.3287678,33,Yes,1
1302749,47.6103236,-122.3013772,47,Yes,1
1303380,47.6080768,-122.3005909,40,Yes,1
1304405,47.6075903,-122.2989615,45,Yes,1
1304431,47.6041547,-122.2977801,50,Yes,1
1303293,47.6089560,-122.2976258,50,Yes,1
1304235,47.6062205,-122.2969054,50,Yes,1
1304684,47.6067860,-122.2949812,35,Yes,1
1304857,47.6060941,-122.2949873,35,Yes,1
1303277,47.6084356,-122.2931380,50,Yes,1
1306534,47.6081771,-122.2915912,50,Yes,1
1304687,47.6081041,-122.2961097,35,Yes,1
1303400,47.6079304,-122.2998724,35,Yes,1
1411518,47.7714654,-122.3890850,45,Yes,1
1411707,47.7725592,-122.3892125,45,Yes,1
1386551,47.6824759,-122.3644336,47,Yes,1
1342847,47.7171983,-122.3138815,47,Yes,1
1342829,47.7175500,-122.3138919,50,Yes,1
1342846,47.7175488,-122.3133051,45,Yes,1
1330926,47.7172303,-122.3127292,35,Yes,1
1330928,47.7159202,-122.3126627,35,Yes,1
1342831,47.7183488,-122.3139041,50,Yes,1
1342830,47.7180240,-122.3138973,45,Yes,1
1342839,47.7193569,-122.3138979,30,Yes,1
1342840,47.7193499,-122.3131248,30,Yes,1
1390368,47.6481632,-122.3407476,60,Yes,1
1309810,47.6495270,-122.3386421,35,Yes,1
1309844,47.6495852,-122.3441333,55,Yes,1
1309827,47.6496244,-122.3425757,50,Yes,1
1390405,47.6476557,-122.3362560,50,Yes,1
1370073,47.4847501,-122.3484321,45,Yes,1
1303805,47.6244716,-122.3071971,35,Yes,1
1304618,47.6244957,-122.3060760,35,Yes,1
1304812,47.6231453,-122.3047585,50,Yes,1
1301190,47.6217532,-122.3119921,65,Yes,1
1303324,47.6213012,-122.3025849,34,Yes,1
1303914,47.6209774,-122.3047865,50,Yes,1
1304805,47.6243417,-122.3036494,60,Yes,1
1303912,47.6199218,-122.3061574,55,Yes,1
1304704,47.6196087,-122.3026081,34,Yes,1
1303706,47.6231824,-122.3079986,60,Yes,1
1303718,47.6204379,-122.3083347,40,Yes,1
1304746,47.6128324,-122.3061628,60,Yes,1
1305559,47.6153263,-122.3124758,40,Yes,1
1305408,47.6128166,-122.3123805,40,Yes,1
1304665,47.6139705,-122.3048369,47,Yes,1
1308501,47.6156601,-122.3089563,45,Yes,1
1304352,47.6128133,-122.3074298,55,Yes,1
1305412,47.6133699,-122.3126876,50,Yes,1
1308515,47.6153216,-122.3089420,55,Yes,1
1304029,47.6126064,-122.3037291,50,Yes,1
1410100,47.7770558,-122.3064259,47,Yes,1
1410077,47.7760462,-122.3042706,40,Yes,1
1386480,47.5849474,-122.3754949,40,Yes,1
1386482,47.5846031,-122.3754797,55,Yes,1
1386479,47.5844571,-122.3751147,40,Yes,1
1386478,47.5839807,-122.3746980,40,Yes,1
1395001,47.5836689,-122.3746884,55,Yes,1
1386476,47.5834097,-122.3742164,40,Yes,1
1386498,47.5830272,-122.3752573,50,Yes,1
1386500,47.5829918,-122.3758559,30,Yes,1
1375367,47.4686644,-122.2706842,50,Yes,1
1375047,47.4686231,-122.2767895,30,Yes,1
1393794,47.7445479,-122.2857410,17,Yes,1
1393666,47.7470847,-122.2907025,15,Yes,1
1313713,47.5767430,-122.3258075,55,Yes,1
1346057,47.5573283,-122.2681052,47,Yes,1
1357101,47.5549062,-122.2685883,50,Yes,1
1364634,47.5570165,-122.2640222,45,Yes,1
1357204,47.5565157,-122.2680492,16,Yes,1
1313709,47.5771816,-122.3258161,70,Yes,1
1313708,47.5775086,-122.3258151,80,Yes,1
1313820,47.5778652,-122.3258110,40,Yes,1
1313819,47.5779374,-122.3258100,80,Yes,1
1313818,47.5783267,-122.3258137,70,Yes,1
1313817,47.5786817,-122.3258161,65,Yes,1
1313816,47.5790321,-122.3258189,65,Yes,1
1313815,47.5793426,-122.3257869,65,Yes,1
1313930,47.5796974,-122.3250996,55,Yes,1
1313524,47.5796955,-122.3240747,60,Yes,1
1359604,47.7267006,-122.3236383,40,Yes,1
1359944,47.7211542,-122.3290252,95,Yes,1
1382134,47.6848043,-122.4026928,50,Yes,1
1382137,47.6836689,-122.4027717,50,Yes,1
1382138,47.6830911,-122.4028924,50,Yes,1
1382028,47.6833985,-122.4030827,30,Yes,1
1382029,47.6839766,-122.4029998,30,Yes,1
1382096,47.6857222,-122.3983799,45,Yes,1
1368561,47.5660523,-122.4085644,50,Yes,1
1382098,47.6851730,-122.3983820,50,Yes,1
1382017,47.6848442,-122.3983791,50,Yes,1
1382016,47.6845058,-122.3983759,50,Yes,1
1382014,47.6836800,-122.3983709,50,Yes,1
1382013,47.6832300,-122.3983793,50,Yes,1
1382008,47.6830672,-122.4003359,35,Yes,1
1382027,47.6840976,-122.4003288,30,Yes,1
1382140,47.6855677,-122.3994478,45,Yes,1
1382139,47.6852198,-122.3994462,45,Yes,1
1382019,47.6848697,-122.3994477,45,Yes,1
1382020,47.6845425,-122.3994430,50,Yes,1
1382023,47.6834737,-122.3994415,45,Yes,1
1382025,47.6848732,-122.3999155,50,Yes,1
1382018,47.6848709,-122.3988942,50,Yes,1
1382009,47.6830754,-122.3998464,50,Yes,1
1382081,47.6905207,-122.3984205,50,Yes,1
1382094,47.6863858,-122.3983857,45,Yes,1
1382093,47.6866841,-122.3983865,50,Yes,1
1382091,47.6873237,-122.3983886,45,Yes,1
1382090,47.6876816,-122.3983869,45,Yes,1
1382088,47.6880181,-122.3983927,50,Yes,1
1382087,47.6883450,-122.3983890,50,Yes,1
1382086,47.6886640,-122.3983932,50,Yes,1
1382084,47.6893481,-122.3983948,50,Yes,1
1382083,47.6897475,-122.3983968,50,Yes,1
1382082,47.6901602,-122.3984043,50,Yes,1
1382146,47.6866609,-122.3999038,45,Yes,1
1382143,47.6862445,-122.3994547,45,Yes,1
1377901,47.6866813,-122.3988460,45,Yes,1
1338995,47.6794687,-122.2807904,30,Yes,1
1341203,47.6797593,-122.2797384,50,Yes,1
1341204,47.6801611,-122.2797492,50,Yes,1
1341205,47.6803492,-122.2797532,50,Yes,1
1341206,47.6805665,-122.2797608,50,Yes,1
1341207,47.6809703,-122.2797729,50,Yes,1
1341209,47.6815146,-122.2797893,50,Yes,1
1341210,47.6818999,-122.2798028,45,Yes,1
1341246,47.6822086,-122.2806917,30,Yes,1
1341243,47.6816242,-122.2808135,30,Yes,1
1341092,47.6805189,-122.2840212,47,Yes,1
1341093,47.6802234,-122.2840174,47,Yes,1
1341095,47.6796454,-122.2839968,47,Yes,1
1341254,47.6822133,-122.2826522,30,Yes,1
1341250,47.6822158,-122.2816429,30,Yes,1
1341212,47.6826409,-122.2798608,50,Yes,1
1341211,47.6823487,-122.2798137,50,Yes,1
1341220,47.6829802,-122.2835632,40,Yes,1
1341219,47.6829818,-122.2830090,50,Yes,1
1341217,47.6829796,-122.2819508,50,Yes,1
1341216,47.6829781,-122.2813571,50,Yes,1
1341215,47.6829772,-122.2808893,50,Yes,1
1341214,47.6829788,-122.2804809,50,Yes,1
1341226,47.6822303,-122.2837539,47,Yes,1
1341225,47.6826620,-122.2837651,47,Yes,1
1341222,47.6829773,-122.2840711,55,Yes,1
1341223,47.6829819,-122.2846340,50,Yes,1
1341224,47.6829803,-122.2849962,35,Yes,1
1341228,47.6816998,-122.2845454,47,Yes,1
1341060,47.6758433,-122.2874642,60,Yes,1
1341065,47.6767419,-122.2869940,45,Yes,1
1341064,47.6764294,-122.2869853,45,Yes,1
1344799,47.4903811,-122.2522136,45,Yes,1
1332683,47.4921518,-122.2516476,40,Yes,1
1332582,47.4949368,-122.2502222,47,Yes,1
1405518,47.4921227,-122.3105867,50,Yes,1
1405837,47.4911676,-122.3048907,50,Yes,1
1405708,47.4887391,-122.3050048,50,Yes,1
1405510,47.4886895,-122.3087991,50,Yes,1
1355849,47.7482788,-122.3020466,60,Yes,1
1355738,47.7454143,-122.2993117,50,Yes,1
1393807,47.7447164,-122.2981300,50,Yes,1
1391008,47.7420423,-122.2954407,45,Yes,1
1355934,47.7482652,-122.3010381,45,Yes,1
1393833,47.7421804,-122.2913530,20,Yes,1
1302132,47.6281923,-122.2978650,47,Yes,1
1303972,47.6258355,-122.2955837,40,Yes,1
1306231,47.6274286,-122.2918903,50,Yes,1
1303966,47.6288690,-122.3015683,40,Yes,1
1302174,47.6288195,-122.2991568,47,Yes,1
1303535,47.6288269,-122.3002788,50,Yes,1
1303947,47.6302835,-122.3053571,45,Yes,1
1303504,47.6315606,-122.3040725,45,Yes,1
1365179,47.5786788,-122.3276280,999,Yes,1
1365180,47.5781985,-122.3276157,999,Yes,1
1365182,47.5770595,-122.3276221,999,Yes,1
1365183,47.5764500,-122.3276181,999,Yes,1
1365184,47.5758719,-122.3276226,999,Yes,1
1317821,47.5816213,-122.3292511,35,Yes,1
1313824,47.5778493,-122.3252538,35,Yes,1
1365164,47.5808608,-122.3276335,999,Yes,1
1404209,47.6357619,-122.3506782,50,Yes,1
1342842,47.7188401,-122.3127926,35,Yes,1
1342843,47.7182608,-122.3127635,35,Yes,1
1342844,47.7177165,-122.3127447,35,Yes,1
1342717,47.7126281,-122.3125518,40,Yes,1
1342542,47.7162303,-122.3172966,30,Yes,1
1342623,47.7177328,-122.3167403,50,Yes,1
1342624,47.7181353,-122.3167445,50,Yes,1
1342942,47.7158576,-122.3127438,35,Yes,1
1404214,47.6331125,-122.3468124,50,Yes,1
1378108,47.5501856,-122.3667531,60,Yes,1
1378105,47.5518834,-122.3662361,50,Yes,1
1399894,47.4686520,-122.3299557,47,Yes,1
2838711,47.4737740,-122.3336803,35,Yes,1
1399959,47.4668432,-122.3303098,55,Yes,1
1399961,47.4668483,-122.3276722,50,Yes,1
1397004,47.4606082,-122.3337655,35,Yes,1
1378142,47.5536974,-122.3680928,50,Yes,1
1378128,47.5536848,-122.3668704,65,Yes,1
1378068,47.5536922,-122.3664816,60,Yes,1
1378122,47.5536949,-122.3659482,60,Yes,1
1378310,47.5530940,-122.3761495,40,Yes,1
1378131,47.5515460,-122.3750446,30,Yes,1
1378163,47.5505371,-122.3750721,30,Yes,1
1378118,47.5500201,-122.3663041,40,Yes,1
1378276,47.5473373,-122.3762449,40,Yes,1
1378231,47.5483813,-122.3739311,40,Yes,1
1378162,47.5483763,-122.3743051,40,Yes,1
1378180,47.5484133,-122.3762212,30,Yes,1
1378183,47.5482660,-122.3761340,33,Yes,1
1378155,47.5483718,-122.3746293,40,Yes,1
1378037,47.5511806,-122.3695144,50,Yes,1
1378238,47.5499275,-122.3738103,19,Yes,1
1378245,47.5489418,-122.3738300,19,Yes,1
1378240,47.5484997,-122.3738343,19,Yes,1
1378233,47.5482951,-122.3739573,19,Yes,1
1378157,47.5482994,-122.3745519,19,Yes,1
1378187,47.5481441,-122.3737785,19,Yes,1
1378188,47.5478548,-122.3736967,19,Yes,1
1378189,47.5470992,-122.3734565,19,Yes,1
1378321,47.5467680,-122.3732916,19,Yes,1
1412845,47.7579351,-122.2784685,50,Yes,1
1412201,47.7561682,-122.2710804,47,Yes,1
1378277,47.5468114,-122.3726165,19,Yes,1
1378289,47.5465826,-122.3734352,19,Yes,1
1378283,47.5465677,-122.3739121,19,Yes,1
1378295,47.5465524,-122.3743566,19,Yes,1
1378297,47.5466062,-122.3755651,19,Yes,1
1378199,47.5500327,-122.3722432,19,Yes,1
1378200,47.5497444,-122.3722243,19,Yes,1
1378266,47.5494089,-122.3722004,19,Yes,1
1378268,47.5490134,-122.3721207,19,Yes,1
1378264,47.5484364,-122.3720253,19,Yes,1
1378270,47.5483663,-122.3735886,19,Yes,1
1378198,47.5483684,-122.3723004,19,Yes,1
1378239,47.5477013,-122.3719722,19,Yes,1
1378234,47.5473841,-122.3719070,19,Yes,1
1378242,47.5470428,-122.3717941,19,Yes,1
1378247,47.5469428,-122.3716813,19,Yes,1
1378236,47.5467572,-122.3717020,19,Yes,1
1378232,47.5465500,-122.3716227,19,Yes,1
1378235,47.5470504,-122.3710552,19,Yes,1
1378222,47.5469373,-122.3706945,19,Yes,1
1378201,47.5467275,-122.3700137,19,Yes,1
1378211,47.5469932,-122.3700948,19,Yes,1
1378216,47.5470924,-122.3706520,19,Yes,1
1378224,47.5471252,-122.3704107,19,Yes,1
1378203,47.5478573,-122.3709988,19,Yes,1
1378243,47.5471975,-122.3707824,19,Yes,1
1378213,47.5479960,-122.3703405,19,Yes,1
1378218,47.5476484,-122.3703006,19,Yes,1
1378214,47.5472522,-122.3698793,19,Yes,1
1378215,47.5473722,-122.3695586,19,Yes,1
1378075,47.5472768,-122.3691479,19,Yes,1
1378219,47.5469059,-122.3689975,19,Yes,1
1378206,47.5483481,-122.3714042,19,Yes,1
1378204,47.5483533,-122.3709790,19,Yes,1
1378209,47.5482214,-122.3702586,19,Yes,1
1378225,47.5479150,-122.3695645,19,Yes,1
1378202,47.5477226,-122.3693043,19,Yes,1
1378070,47.5478020,-122.3687401,19,Yes,1
1378223,47.5501706,-122.3706660,19,Yes,1
1378069,47.5499683,-122.3698164,19,Yes,1
1378074,47.5496278,-122.3693192,19,Yes,1
1378071,47.5491287,-122.3688082,19,Yes,1
1378065,47.5487546,-122.3686182,19,Yes,1
1378067,47.5484868,-122.3685442,19,Yes,1
1378072,47.5481495,-122.3685718,19,Yes,1
2786866,47.5464609,-122.3657230,35,Yes,1
2786865,47.5464777,-122.3661548,35,Yes,1
1378134,47.5523685,-122.3750495,26,Yes,1
1378178,47.5495211,-122.3762109,40,Yes,1
1378140,47.5537123,-122.3689884,50,Yes,1
1378100,47.5519097,-122.3721639,65,Yes,1
1378194,47.5474477,-122.3735644,19,Yes,1
1378176,47.5483693,-122.3725811,19,Yes,1
1378207,47.5475290,-122.3709387,19,Yes,1
